isolate.code,genus,species,name,group,temperature,r,ln.r
138,Biceratium,furca,Biceratium furca,dinoflagellates,30,0.267,-1.320506621
138,Biceratium,furca,Biceratium furca,dinoflagellates,18,0.433,-0.837017551
138,Biceratium,furca,Biceratium furca,dinoflagellates,20,0.435,-0.832409248
138,Biceratium,furca,Biceratium furca,dinoflagellates,22,0.494,-0.705219762
138,Biceratium,furca,Biceratium furca,dinoflagellates,26,0.521,-0.652005237
138,Biceratium,furca,Biceratium furca,dinoflagellates,28,0.521,-0.652005237
138,Biceratium,furca,Biceratium furca,dinoflagellates,24,0.574,-0.555125883
344,Biceratium,furca,Biceratium furca,dinoflagellates,10,0.045747714,-3.084613456
344,Biceratium,furca,Biceratium furca,dinoflagellates,25,0.149026644,-1.90363017
344,Biceratium,furca,Biceratium furca,dinoflagellates,15,0.189922327,-1.661140096
344,Biceratium,furca,Biceratium furca,dinoflagellates,20,0.2335906,-1.454185269
26,Calcidiscus,leptoporus,NA,coccolithophores,20,0.305,-1.187443502
26,Calcidiscus,leptoporus,NA,coccolithophores,9,0.014,-4.268697949
26,Calcidiscus,leptoporus,NA,coccolithophores,15,0.317,-1.148853505
26,Calcidiscus,leptoporus,NA,coccolithophores,12,0.569,-0.563874845
33,Calcidiscus,leptoporus,NA,coccolithophores,12,0.343,-1.070024832
33,Calcidiscus,leptoporus,NA,coccolithophores,9,0.014,-4.268697949
33,Calcidiscus,leptoporus,NA,coccolithophores,20,0.442,-0.816445397
33,Calcidiscus,leptoporus,NA,coccolithophores,15,0.388,-0.946749939
64,Calciodinellum,albatrosianum,NA,dinoflagellates,17.9,0.101892636,-2.283835608
64,Calciodinellum,albatrosianum,NA,dinoflagellates,14.2,0.119221315,-2.126773723
64,Calciodinellum,albatrosianum,NA,dinoflagellates,16.1,0.070701012,-2.649295392
64,Calciodinellum,albatrosianum,NA,dinoflagellates,12.3,0.034657359,-3.362245195
64,Calciodinellum,albatrosianum,NA,dinoflagellates,21.7,0.091495428,-2.391466275
64,Calciodinellum,albatrosianum,NA,dinoflagellates,30.4,0.13031167,-2.037826236
64,Calciodinellum,albatrosianum,NA,dinoflagellates,26.9,0.108824107,-2.218022397
64,Calciodinellum,albatrosianum,NA,dinoflagellates,23.5,0.121300757,-2.109482222
64,Calciodinellum,albatrosianum,NA,dinoflagellates,19.8,0.144174614,-1.936730117
64,Calciodinellum,albatrosianum,NA,dinoflagellates,25.2,0.099120047,-2.311423567
64,Calciodinellum,albatrosianum,NA,dinoflagellates,28.6,0.189922327,-1.661140096
347,Ceratium,tripos,Ceratium tripos,dinoflagellates,25,0.133084259,-2.016772825
347,Ceratium,tripos,Ceratium tripos,dinoflagellates,5,0.158730704,-1.840546198
347,Ceratium,tripos,Ceratium tripos,dinoflagellates,10,0.168434765,-1.781206755
347,Ceratium,tripos,Ceratium tripos,dinoflagellates,15,0.176059384,-1.736933932
347,Ceratium,tripos,Ceratium tripos,dinoflagellates,20,0.195467505,-1.632361128
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,3,0.284190344,-1.25811104
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,15,0.322,-1.133203733
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,13,0.33,-1.108662625
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,2,0.39,-0.94160854
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,5,0.436682724,-0.82854838
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,7,0.450545667,-0.797295837
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,10,0.450545667,-0.797295837
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,10,0.494,-0.705219762
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,5,0.546,-0.605136303
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,7,0.549,-0.599656837
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,5,0.591,-0.525939262
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,7,0.691,-0.369615455
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,10,0.699,-0.358104537
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,15,0.725,-0.321583624
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,10,0.732,-0.311974765
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,13,0.732,-0.311974765
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,10,0.747,-0.291690094
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,13,0.747,-0.291690094
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,15,0.762,-0.271808723
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,15,0.79,-0.235722334
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,7,0.806,-0.215671536
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,5,0.828,-0.188742125
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,7,0.829,-0.187535124
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,diatoms,5,0.876,-0.132389188
35,Chaetoceros,,Chaetoceros ,diatoms,25,0.74,-0.301105093
35,Chaetoceros,,Chaetoceros ,diatoms,33,0.76,-0.274436846
35,Chaetoceros,,Chaetoceros ,diatoms,35,0.78,-0.248461359
35,Chaetoceros,,Chaetoceros ,diatoms,27,0.84,-0.174353387
35,Chaetoceros,,Chaetoceros ,diatoms,30,0.87,-0.139262067
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,12.5,0.291121816,-1.234013488
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,27,1.046652243,0.045596731
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,31,1.15062432,0.140304682
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,14.5,1.213007566,0.193102867
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,17,1.247664925,0.221273744
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,24,1.310048171,0.270063908
53,Chaetoceros,didymus,Chaetoceros didymus,diatoms,21,1.441746136,0.365854973
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,34,0.311916231,-1.165020618
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.554517744,-0.589656473
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.554517744,-0.589656473
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,31,1.039720771,0.038952188
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,21,1.386294361,0.32663426
91,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,28,1.386294361,0.32663426
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.623832463,-0.471873435
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.623832463,-0.471873435
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,24,0.623832463,-0.471873435
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,20,0.831776617,-0.184191363
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,33,0.970406053,-0.030040684
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,27,1.039720771,0.038952188
109,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,30,2.218070978,0.796637889
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,30,1.031,0.030529205
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,20,1.174,0.160416721
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,25,1.622,0.483659956
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.415888308,-0.877338545
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,11,0.693147181,-0.36651292
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.831776617,-0.184191363
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,24,0.901091335,-0.104148656
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,33,1.386294361,0.32663426
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,30,1.594238515,0.466396202
181,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,27,1.732867951,0.549777811
361,Chaetoceros,,Chaetoceros ,diatoms,10,0.352,-1.044124103
361,Chaetoceros,,Chaetoceros ,diatoms,2,0.444,-0.811930717
361,Chaetoceros,,Chaetoceros ,diatoms,0,0.518,-0.657780037
361,Chaetoceros,,Chaetoceros ,diatoms,5,0.576,-0.551647618
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,10,0.1,-2.302585093
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,12,0.3,-1.203972804
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,15,0.8,-0.223143551
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,20,1,0
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,18,1.3,0.262364264
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,27,1.3,0.262364264
403,Chaetoceros,affinis,Chaetoceros affinis,diatoms,25,1.5,0.405465108
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,17,0.395,-0.928869514
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,29,0.41,-0.891598119
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,20,0.416,-0.877070019
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,27,0.425,-0.85566611
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,23,0.462,-0.772190388
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,25,0.526,-0.642454066
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,17,0.677,-0.390084006
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,17,0.74,-0.301105093
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,17,0.747,-0.291690094
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,29,0.905,-0.099820335
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,27,0.982,-0.018163971
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,29,0.991,-0.009040745
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,29,1.017,0.016857117
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,27,1.03,0.029558802
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,27,1.034,0.033434776
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,20,1.125,0.117783036
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,20,1.179,0.164666622
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,20,1.195,0.178146185
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,25,1.332,0.286681572
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,25,1.447,0.369492448
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,25,1.461,0.379121133
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,23,1.524,0.421338457
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,23,1.563,0.446607051
404,Chaetoceros,calcitrans,Chaetoceros calcitrans,diatoms,23,1.589,0.463104888
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,10,0.377,-0.975510092
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,10,0.436,-0.830113036
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,10,0.446,-0.807436327
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,10,0.754,-0.282362911
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,15,0.992,-0.008032172
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,25,1.031,0.030529205
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,15,1.071,0.068592791
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,15,1.101,0.096218858
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,15,1.13,0.122217633
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,25,1.269,0.238229189
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,20,1.309,0.269263487
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,20,1.517,0.4167347
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,17.5,1.547,0.436317572
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,20,1.656,0.504405056
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,20,1.795,0.585005022
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,25,1.795,0.585005022
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,25,1.824,0.601031892
406,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,25,1.864,0.622724716
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,14,0.098,-2.3227878
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,20,0.9954,-0.004610613
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,23,1.54,0.431782416
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,36,1.6926,0.526265808
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,26,1.8802,0.631378154
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,28,1.9922,0.689239556
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,32,2.2218,0.798317678
407,Chaetoceros,gracilis,Chaetoceros gracilis,diatoms,30,2.2988,0.832387248
672,Chaetoceros,neglectus,CN.001,diatoms,1.045,0.217,-1.527857925
672,Chaetoceros,neglectus,CN.001,diatoms,2.423,0.229,-1.474033275
672,Chaetoceros,neglectus,CN.001,diatoms,4.152,0.323,-1.130102956
672,Chaetoceros,neglectus,CN.001,diatoms,5.854,0.37,-0.994252273
672,Chaetoceros,neglectus,CN.001,diatoms,7.452,0.43,-0.84397007
672,Chaetoceros,neglectus,CN.001,diatoms,8.867,0.459,-0.778705069
672,Chaetoceros,neglectus,CN.001,diatoms,10.261,0.541,-0.614336
672,Chaetoceros,neglectus,CN.001,diatoms,11.472,0.607,-0.499226488
672,Chaetoceros,neglectus,CN.001,diatoms,12.757,0.672,-0.397496938
672,Chaetoceros,neglectus,CN.001,diatoms,14.288,0.781,-0.247180129
672,Chaetoceros,neglectus,CN.001,diatoms,16.073,0.902,-0.103140759
672,Chaetoceros,neglectus,CN.001,diatoms,18.087,0.912,-0.092115289
672,Chaetoceros,neglectus,CN.001,diatoms,20.071,0.604,-0.504181081
672,Chaetoceros,neglectus,CN.001,diatoms,22.043,0.324,-1.127011763
672,Chaetoceros,neglectus,CN.001,diatoms,24.011,0.002,-6.214608098
684,Chaetoceros,simplex,CCMP200,diatoms,12,0.434794064,-0.832882775
684,Chaetoceros,simplex,CCMP200,diatoms,12,0.274130268,-1.294151855
684,Chaetoceros,simplex,CCMP200,diatoms,12,0.302424025,-1.195925192
684,Chaetoceros,simplex,CCMP200,diatoms,12,0.168603297,-1.780206677
684,Chaetoceros,simplex,CCMP200,diatoms,20,0.637017658,-0.450957904
684,Chaetoceros,simplex,CCMP200,diatoms,20,0.549946624,-0.597934053
684,Chaetoceros,simplex,CCMP200,diatoms,20,0.740144329,-0.300910073
684,Chaetoceros,simplex,CCMP200,diatoms,20,0.652515042,-0.426921087
684,Chaetoceros,simplex,CCMP200,diatoms,25,0.588660483,-0.529905692
684,Chaetoceros,simplex,CCMP200,diatoms,25,0.709199061,-0.343619029
684,Chaetoceros,simplex,CCMP200,diatoms,25,0.595111351,-0.519006746
684,Chaetoceros,simplex,CCMP200,diatoms,25,0.545746565,-0.605600577
684,Chaetoceros,simplex,CCMP200,diatoms,29,0.87685802,-0.131410193
684,Chaetoceros,simplex,CCMP200,diatoms,29,0.845693942,-0.167597756
684,Chaetoceros,simplex,CCMP200,diatoms,29,0.868248371,-0.141277463
684,Chaetoceros,simplex,CCMP200,diatoms,29,0.853929387,-0.157906774
684,Chaetoceros,simplex,CCMP200,diatoms,31,0.804464695,-0.217578198
684,Chaetoceros,simplex,CCMP200,diatoms,31,0.816479669,-0.202753267
684,Chaetoceros,simplex,CCMP200,diatoms,31,0.778491635,-0.250397033
684,Chaetoceros,simplex,CCMP200,diatoms,31,0.797856713,-0.225826255
684,Chaetoceros,simplex,CCMP200,diatoms,32,0.667691102,-0.403929634
684,Chaetoceros,simplex,CCMP200,diatoms,32,0.776733296,-0.252658236
684,Chaetoceros,simplex,CCMP200,diatoms,32,0.722895008,-0.324491284
684,Chaetoceros,simplex,CCMP200,diatoms,32,0.704299627,-0.350551407
684,Chaetoceros,simplex,CCMP200,diatoms,34,0.03151372,-3.457332265
684,Chaetoceros,simplex,CCMP200,diatoms,34,0.102729975,-2.275651336
32,Coccolithus,pelagicus,NA,coccolithophores,15,0.388,-0.946749939
32,Coccolithus,pelagicus,NA,coccolithophores,20,0.357,-1.030019497
32,Coccolithus,pelagicus,NA,coccolithophores,6,0.141,-1.958995389
32,Coccolithus,pelagicus,NA,coccolithophores,12,0.343,-1.070024832
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.329,-1.111697528
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.238,-1.435484605
117,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.508,-0.677273831
117,Cochlodinium,polykrikoides,NA,dinoflagellates,12.5,0.096,-2.343407088
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.425,-0.85566611
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.275,-1.290984181
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.233,-1.456716825
117,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.458,-0.780886095
117,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.407,-0.898942094
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.105,-2.253794929
117,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.398,-0.921303274
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.307,-1.180907531
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.101,-2.292634762
117,Cochlodinium,polykrikoides,NA,dinoflagellates,12.5,0.092,-2.385966702
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.078,-2.551046452
117,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.476,-0.742337425
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.096,-2.343407088
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.316,-1.152013065
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.27,-1.30933332
117,Cochlodinium,polykrikoides,NA,dinoflagellates,12.5,0.078,-2.551046452
117,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.558,-0.583396317
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.092,-2.385966702
117,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.526,-0.642454066
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.49,-0.713349888
117,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.398,-0.921303274
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.458,-0.780886095
117,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.494,-0.705219762
117,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.572,-0.558616288
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.265,-1.328025453
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.448,-0.802962047
117,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.389,-0.944175935
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.361,-1.018877321
117,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.535,-0.625488532
117,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.517,-0.659712404
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.503,-0.687165109
117,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.544,-0.608806032
117,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.27,-1.30933332
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.384,-0.957112726
117,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.526,-0.642454066
117,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.343,-1.070024832
117,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.416,-0.877070019
117,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.092,-2.385966702
118,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.29,-1.237874356
118,Cochlodinium,polykrikoides,NA,dinoflagellates,17.5,0.205,-1.5847453
118,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.111,-2.198225078
118,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.06,-2.813410717
118,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.47,-0.755022584
118,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.576,-0.551647618
118,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.512,-0.669430654
118,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.277,-1.283737773
118,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.529,-0.636766847
118,Cochlodinium,polykrikoides,NA,dinoflagellates,12.5,0.09,-2.407945609
118,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.474,-0.746547957
118,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.529,-0.636766847
118,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.452,-0.794073099
118,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.427,-0.850971266
118,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.499,-0.695149183
118,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.516,-0.661648514
118,Cochlodinium,polykrikoides,NA,dinoflagellates,22.5,0.32,-1.139434283
118,Cochlodinium,polykrikoides,NA,dinoflagellates,27.5,0.504,-0.685179011
118,Cochlodinium,polykrikoides,NA,dinoflagellates,30,0.516,-0.661648514
118,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.102,-2.282782466
118,Cochlodinium,polykrikoides,NA,dinoflagellates,20,0.35,-1.049822124
118,Cochlodinium,polykrikoides,NA,dinoflagellates,15,0.085,-2.465104022
118,Cochlodinium,polykrikoides,NA,dinoflagellates,12.5,0.077,-2.563949857
118,Cochlodinium,polykrikoides,NA,dinoflagellates,25,0.474,-0.746547957
